   SAO; m(vis); RA(deg); DEC(deg); RAchange(deg/yr); DECchange(deg/yr)
226696;6;245.620442;-43.91211017;-0.0000105;-0.00000389
226773;4.8;246.7962675;-47.55507282;-0.0000021;-0.00000806
226813;5.5;247.4262383;-46.24338346;-0.00000336;-0.00000278
226855;5.5;247.9237097;-41.81705659;-0.00000588;0
226900;5.1;248.5206013;-44.04535213;-0.00000378;-0.00000111
226953;5.6;249.0939598;-42.8590403;-0.00000252;-0.0000025
227049;5.6;250.3348103;-48.76298689;-0.00000336;-0.00000083
227058;5.9;250.4179311;-49.65125112;0.00000336;0.0000025
227146;5.7;251.1770483;-40.83979765;-0.00000966;-0.0000075
227313;5.4;252.8906195;-41.23057563;0.00000042;-0.00000028
227359;5.7;253.4269907;-43.05081564;-0.0000063;-0.0000075
227375;4.9;253.499003;-42.36211211;0.00000126;-0.00000111
227377;5.3;253.5075824;-41.806454;-0.00000294;-0.00000222
227383;6;253.5491408;-41.85018731;0.0000042;-0.00001083
227392;5.8;253.6122154;-42.47885402;-0.00000126;-0.00000139
227402;3.8;253.6460074;-42.36148758;-0.00004704;-0.00006555
227425;6;253.7433243;-41.15115907;-0.0000063;-0.00000361
227688;5.1;257.6765337;-44.55758518;-0.00001302;-0.00001556
227699;6;257.9122091;-48.8741648;0.0000126;-0.00000861
227707;3.4;258.0384759;-43.23912116;0.00000966;-0.00007916
227816;5.6;259.763418;-46.63393913;0.000399;0.00006222
227886;5.5;260.8170809;-47.46812244;-0.00000378;-0.00000444
227911;5.1;261.0544059;-44.16257132;-0.0000042;-0.00000778
227971;5.8;261.7145893;-45.84351893;-0.00001596;-0.00001111
228069;3;262.9607523;-49.8762735;-0.00001134;-0.00002028
228162;4.6;263.9148901;-46.5056418;-0.00001176;-0.00000972
228201;2;264.3299151;-42.99780156;0.0000063;0
228220;6;264.5356362;-42.88054857;0.00000084;-0.00001139
228257;4.8;265.0982987;-49.41554251;0.0000336;-0.00004889
228420;3.1;266.8963246;-40.12700868;0.00000042;-0.00000167
228466;4.9;267.5465832;-40.09058631;0.00000252;-0.00000222
228489;6;267.886604;-40.77244816;-0.0000105;-0.00001472
228562;5;269.1975004;-44.3421713;-0.0000042;-0.00000306
228578;4.9;269.4489253;-41.71619249;-0.00000588;-0.00000306
228708;5;271.7077222;-43.42482372;-0.00000042;-0.0000275
228777;4.6;272.8075139;-45.95430552;-0.0000063;-0.00000917
228778;5.9;272.7732224;-41.35902308;0.00001134;-0.00000944
228815;5.5;273.302635;-41.3360423;-0.00000504;-0.00000111
228851;5.5;273.9696647;-44.20656017;0.00002898;0.00000333
228854;5.5;273.9724229;-44.20686555;0.00002478;0
228982;5.4;276.0764026;-44.11019379;0.00000336;-0.00000528
229021;5.5;276.7247155;-48.11691143;-0.00000294;-0.00001167
229023;3.8;276.7435658;-45.96831663;-0.00000588;-0.00001333
229047;4.1;277.2080823;-49.07094265;0.00006174;-0.00006722
229064;5.7;277.4826031;-47.22033071;0.00000546;-0.00000083
229092;5;277.9392203;-45.91496107;-0.00000336;-0.00000889
229094;5.7;277.9842244;-43.50772673;-0.0000021;-0.00000556
229095;5.3;278.008358;-45.75729162;0.00000126;-0.00000222
229111;4.7;278.3758578;-42.31253176;0.00001176;-0.00000611
229165;6;279.8097208;-47.90970575;0.00001134;0.00000472
229172;5.4;279.896046;-43.18606238;-0.00002016;-0.00001444
229285;5.3;281.9354173;-40.40607819;0.00000294;-0.00000417
229299;5.6;282.2104549;-43.68006849;0.00000924;-0.00000528
229306;5.8;282.3635177;-45.80990807;0.00002562;0.00001722
229307;5.6;282.3958675;-43.43403517;-0.00000126;-0.00000667
229336;5.5;283.1131594;-46.59516133;0.00000756;-0.00000083
229383;5.4;284.0704015;-42.71061553;-0.00001344;-0.00000722
229461;4.9;285.778623;-42.0952678;0.00002058;-0.00001444
229513;4.7;287.0871691;-40.49672301;0.00001344;-0.00000722
229531;5.9;287.490786;-41.8925037;0.00000378;-0.00000556
229573;6;288.6653241;-45.19343563;0.00002352;-0.00001
229584;5.3;289.0906119;-45.46633553;-0.00000126;0.00000056
229646;4.3;290.6595875;-44.45901864;0.00000252;-0.00000556
229654;4.5;290.8049996;-44.79972697;0.00003822;-0.000015
229659;4.1;290.9716542;-40.61599224;0.00001134;-0.00003417
229712;5.8;292.3495752;-43.44577966;0.00003696;-0.00003778
229741;5.9;293.3401755;-45.27174925;-0.00000546;-0.00000861
229746;5.9;293.5350884;-40.03465587;-0.0000021;-0.00000056
229751;5;293.8040383;-48.09927578;-0.00000588;-0.00001083
229887;6;297.5575274;-47.55726725;-0.00000714;-0.00000222
229903;5.4;297.9612359;-39.8743978;0.00001092;-0.00000444
229927;4.2;298.8153942;-41.86840967;0.00000546;0.000015
229981;6;300.2013659;-45.11314416;-0.00000126;-0.00000083
230177;5.6;305.614755;-42.04970676;0.00001386;-0.00002611
230184;5.7;305.971768;-42.42287602;0;0.00000611
230276;5.3;308.4797478;-44.51610474;0.0000063;-0.00001056
230300;3.2;309.392019;-47.29150298;0.00002268;0.00001833
230379;5.1;312.12167;-43.98852959;0.00007266;-0.00002944
230391;4.9;312.3711078;-46.2269218;0.00001932;0.00000639
230523;5.6;316.606426;-41.38602888;0.0000105;-0.00000444
230575;5.8;318.0568514;-40.26941166;0.00001764;-0.00006166
230644;4.9;320.1902479;-40.80963943;0.00002562;-0.00000167
230667;5.9;321.1035607;-41.00666766;0.00001176;0
230692;5.6;321.7568732;-42.54788171;-0.00001848;0.00000472
230726;5.4;323.024478;-41.17951476;0.00000672;0.00000139
230737;5.7;323.3481156;-44.84877733;-0.00000714;-0.00000222
230846;5.8;327.0657255;-47.30370583;0.00006804;-0.00008305
230992;2.2;332.0585022;-46.96107237;0.00005376;-0.0000425
231055;4.9;333.9041941;-41.3466426;0.00001932;0.00000722
231063;5.2;334.1111529;-41.62739546;-0.0000021;-0.00000361
231111;5.8;335.7834282;-45.92828005;0.00009534;-0.00001389
231154;4;337.317604;-43.49566253;0.00001134;-0.00000194
231161;4.3;337.4396372;-43.74933223;-0.00000252;0.00000028
231217;5.8;339.2450462;-40.59116425;0.00001386;-0.00002083
231258;2.2;340.6670678;-46.88471655;0.0000567;-0.00000306
231265;4.9;340.8754721;-41.41436738;0.00000882;-0.00002583
231278;5.4;341.4198555;-46.54748321;-0.0000126;-0.00000556
231364;5.9;344.1991189;-47.96915874;-0.00001344;0.00000111
231419;5.8;345.9982363;-41.4784619;0.0000021;0.00001917
231444;4.4;346.7201989;-43.52058792;-0.00001512;-0.00000639
231464;5.8;347.4890037;-42.86053744;-0.00012432;-0.00000194
231465;6;347.5410328;-40.5915699;0.00001302;-0.00001278
231468;4.1;347.5899996;-45.24665254;0.00005502;-0.00000722
231512;5.8;348.7444538;-41.10551495;0.00004242;-0.00003222
231532;5.9;349.1655126;-44.48908518;-0.00000126;-0.00000194
231539;5.5;349.5414916;-40.82453692;0.00004998;-0.00003555
231642;5.9;352.8620348;-44.84351872;0.00001428;-0.00000556
231675;4.8;353.7691476;-42.615104;0.00001764;0
231707;4.9;354.4625437;-45.49239709;0.00002814;-0.00000389
231842;6;358.6610241;-40.30011992;0.00013482;0.00000778
231895;5.7;0.26874996;-48.80992304;-0.00000924;-0.0000025
232091;5.5;8.61571956;-52.37323249;0.00010248;0.00000833
232099;5.9;8.88929096;-54.8218808;0.00001302;-0.000015
232143;5.8;10.11013268;-59.45449375;0.00049014;0.00012444
232152;5.8;10.44321207;-56.50158109;0.00004326;0.00001222
232162;4.5;10.83852445;-57.4631152;-0.0000021;0.00000278
232203;5.2;12.67121713;-50.98688211;0.0000252;0.00001111
232268;6;15.5074933;-57.00236185;0.0000021;0.00000472
232306;4.1;17.09620614;-55.24581414;0.00000966;0.00000694
232481;0.6;24.42886303;-57.23672345;0.00005334;-0.00000944
232490;5.3;24.94903384;-56.1946452;0.00014028;0.00000556
232501;5.6;25.62226751;-53.74051081;0.00008106;-0.00002583
232519;5.5;26.52437212;-50.81641565;0.00001512;-0.00000667
232520;5.1;26.52628867;-53.5217967;0.000063;0.00001833
232542;6;27.72648499;-50.20624861;-0.0000231;-0.00000222
232573;3.7;28.9895772;-51.60894605;0.00030744;0.00008083
232696;3.8;34.12755801;-51.5122909;0.00004368;-0.00000778
232717;5.6;34.97621252;-55.94465904;0.0000126;0.00000639
232736;6;35.72766298;-51.09228232;0.00000966;0.00001694
232835;5.3;39.35098921;-52.5431661;0.0000399;-0.00000528
232857;5.3;40.16533499;-54.54994978;0.00001974;0
232864;5.4;40.63939814;-50.80022901;0.00014784;0.00006166
232981;5.2;45.90353285;-59.73776304;-0.00003948;-0.00001806
233037;5.7;48.13792122;-57.32165645;0.00000714;0.00000222
233152;5.6;53.14464423;-50.3787846;0.0000378;0.00002139
233457;4.4;64.00691435;-51.48659889;0.00004998;0.00005139
233463;4.4;64.12053135;-59.30200155;-0.00002814;-0.00004555
233476;6;64.66723584;-52.8601385;0.00002688;0.00001972
233564;3.5;68.49927864;-55.04505883;0.00002688;-0.00000083
233638;5.3;70.69325858;-50.48123465;-0.00001638;0.00001
233664;5.4;71.08833375;-59.73278518;0.000021;0.00001083
233709;5.6;72.7299054;-53.46149688;-0.00004284;0.00002305
233822;4.8;76.37766886;-57.47279532;-0.00001638;0.00003167
233886;5.9;78.47191572;-52.03099665;-0.00000168;-0.00000667
233926;5.5;79.84212415;-50.60599568;0.00001008;0.00006278
233981;5.1;81.58000432;-58.91272128;-0.0000063;0.00000722
234134;3.9;86.82134331;-51.06645452;0.00000462;0.00002389
234137;6;86.80435625;-54.36094469;-0.00000756;-0.0000025
234154;4.4;87.45675202;-56.16670318;0.0000399;-0.00002111
234169;5;87.72206079;-52.10898254;0.00000546;-0.00002194
234181;6;88.08453579;-57.15615352;0.00001218;-0.00002167
234199;5.3;88.70908981;-52.6353327;-0.00000252;0.00006889
234251;5.8;90.20512383;-51.21630137;-0.00000966;0.00002611
234359;4.8;92.57456241;-54.96863368;-0.0000021;0.00000194
234473;5.7;95.73270519;-56.37009239;-0.0000168;-0.00000667
234475;5.9;95.90704256;-52.18122681;-0.00001134;-0.00000639
234480;-0.9;95.9882966;-52.69569669;0.00001428;0.00000583
234519;5.7;96.76677635;-58.00229274;-0.00000798;-0.00000389
234539;5.3;97.45461816;-50.23922922;-0.00002352;-0.00001611
234541;5.2;97.36863493;-56.8529705;-0.00001932;0.00000611
234551;5.6;97.8261184;-51.82614927;0.00004746;0.00002611
234564;5.8;97.99325999;-58.75420156;0.00000252;-0.00000306
234589;4.4;98.74394784;-52.97556891;-0.0000042;0.00000306
234699;5.7;101.4737736;-52.41000207;-0.00000168;-0.00000083
234705;5.3;101.7201237;-51.26573791;-0.00000126;-0.00002694
234710;5.6;101.8281779;-55.54016158;0.00000336;0.00000472
234735;2.8;102.4840698;-50.61478485;0.00001596;-0.00002083
234737;4.4;102.4639281;-53.62213311;0;0.00000833
234854;5;105.2146003;-51.40255168;-0.00000714;0.00000528
234863;6;105.2711587;-58.94007372;-0.00002898;0.00003889
234890;5.7;105.8148712;-59.17818246;0.00001218;0.00000278
234902;5.3;106.0763085;-56.74984551;0.0000021;-0.00000056
234940;6;106.8054755;-51.96790481;-0.00000378;0.00001583
235040;6;108.8376097;-52.49971297;-0.00002646;0.00002861
235116;5.5;110.161302;-52.08608256;-0.00000882;-0.00000194
235192;5.1;111.5911731;-51.01861253;0.00000084;0.00000056
235239;5.9;112.49844;-52.65100482;-0.00001428;0.00001639
235252;5.9;112.6288613;-54.39899425;0.00000756;0.00001139
235336;4.9;113.9154116;-52.53401023;0.00000966;-0.00000528
235539;5.5;117.2779462;-56.41045613;-0.00000168;0.00000194
235552;5.8;117.5994502;-50.50964878;-0.00002646;-0.00001361
235579;5.8;118.1238506;-54.3672667;-0.00000168;0.00000111
235615;5.5;118.7216216;-57.3029763;-0.0000399;0.00000667
235635;3.6;119.1945841;-52.98222726;-0.00001386;0.00000722
235638;6;119.2112675;-59.12650452;-0.00001344;-0.00000556
235680;5.9;120.2083056;-54.15137785;-0.00000882;0.00000139
235686;6;120.3452557;-54.51498903;-0.00000882;0.00000583
235730;6;121.1770016;-50.59082661;0;-0.00000333
235735;5.4;121.2666936;-53.10799096;0.00001596;-0.00000167
235784;5.8;122.3901107;-56.08555342;-0.00000294;0.00000806
235819;5.4;123.392236;-50.1961571;0.00000378;-0.00000111
235932;1.7;125.6285364;-59.50954069;-0.00001386;0.00000472
235933;5.9;125.730245;-52.12404102;-0.0000042;0.00000222
235959;5.2;126.3630869;-51.72800157;-0.00018522;-0.00000083
235962;5.2;126.3794116;-51.72815168;-0.00001848;-0.00000333
236002;5.1;126.9023246;-53.08876077;-0.0000315;0.00000361
236062;5.8;128.020208;-53.21219655;-0.00000966;0.00000194
236105;5.4;128.8142625;-58.22490411;-0.0000168;0.00000167
236106;4.8;128.8316959;-58.00930975;0.00002184;0.00000611
236110;6;128.9670922;-50.96999589;-0.00000168;-0.00000111
236151;5.6;129.8492298;-53.43981099;-0.00001386;0.00000528
236157;5.4;129.9899924;-53.05498547;-0.0000105;0.00000333
236164;3.7;130.0735634;-52.92197155;-0.00000798;0.00000556
236165;5.7;130.0725298;-53.01523021;-0.00001344;0.00000833
236181;4.4;130.1543717;-59.76122968;-0.0000021;-0.00000056
236202;5.7;130.5788259;-53.10003831;-0.00001344;0.00000639
236205;5;130.606105;-53.1140076;-0.00000714;0.00000611
236232;2;131.1760429;-54.70831422;0.00001134;-0.00002167
236268;4.6;131.6778682;-56.76972314;0.00000084;0.00000278
236339;5.7;132.9023894;-57.63360687;-0.00000588;0.00000389
236368;6;133.2659645;-56.6495813;-0.00000882;0.00000917
236405;5.7;133.7996021;-54.96555002;0.00001806;-0.00002278
236417;4.8;134.0808357;-52.72359688;0;0.00000194
236436;5.3;134.2431398;-59.22936824;-0.00000798;0.00000194
236475;5.2;134.8503899;-59.08373778;-0.00009492;0.00007778
236518;5.4;135.4359776;-52.18848275;-0.00000294;0.000005
236693;3.6;137.7415325;-58.96706004;-0.00001428;0.00000222
236723;5.6;138.2315744;-59.41437408;0;0
236749;5.2;138.5750827;-55.56985341;-0.00001596;0.00000611
236787;4.2;139.0509828;-57.54127641;-0.00000714;-0.00000194
236808;2.3;139.2725623;-59.2753378;-0.0000105;0.00000194
236824;5.3;139.5243252;-51.05100986;-0.00001008;0.00000222
236837;5.9;139.6760502;-51.56070986;-0.00000672;0
236887;5.7;140.4583418;-55.51508378;-0.00003192;0.00001667
236891;2.6;140.5285836;-55.01071974;-0.00000294;0.0000025
236972;5.2;141.5753796;-53.37920235;-0.00000336;0.00000028
237042;5.6;142.5217802;-51.51716849;-0.0000021;0.0000025
237056;5.8;142.5977303;-58.36175169;-0.00001638;0.00000778
237067;3;142.8054471;-57.03449563;-0.00001722;0.00000028
237107;5.2;143.5363891;-51.25582917;-0.00000546;-0.00000417
237117;4.2;143.6111429;-59.22950747;-0.0000063;0.00000389
237149;5.5;144.3014977;-53.66867219;-0.00002562;-0.00000472
237221;5.4;145.1772938;-57.98355128;-0.00001806;0.00000167
237224;5.8;145.2593477;-57.25963432;0.000042;-0.00001194
237268;5.7;145.9259064;-53.89156374;-0.00003234;0.00000611
237418;5.8;147.7999323;-59.42567396;0.00001134;-0.00001083
237464;6;148.4590907;-51.14705711;-0.00000252;-0.00000278
237483;5.9;148.7137447;-50.24379283;-0.0000126;0.00000333
237522;3.7;149.2156909;-54.56773611;-0.00000504;0.00000194
237640;6;150.7496037;-60.17863818;-0.00000714;0.00000139
237736;5.1;152.2345418;-51.81123804;-0.0000042;0.00000028
237804;5.5;153.3450926;-51.23327124;-0.00001806;-0.00000722
237807;6;153.3667051;-51.75604328;-0.000021;0.00000111
237916;4.6;154.9035721;-55.02959469;-0.00000294;-0.00000194
237959;4.6;155.2284806;-56.04315625;-0.00000798;0.00000083
238067;5.6;156.704127;-54.87764738;-0.00000336;-0.00000222
238077;4.9;156.8518642;-57.63889584;-0.00000672;0.00000028
238085;4.1;156.9696684;-58.73956249;-0.00000798;-0.00000083
238146;5.1;157.8410854;-53.71561636;-0.00019782;0.00005694
238222;4.5;158.8969358;-57.55767045;-0.00001176;0
238242;5.3;159.0847068;-59.56469936;-0.00003234;-0.00001472
238271;5.6;159.361736;-58.73344616;-0.00001764;0.00000056
238295;4.7;159.687874;-59.1830463;-0.0000063;0.00000028
238309;4.4;159.8265573;-55.60338635;-0.00001134;0.00000056
238379;5.4;160.6691115;-59.21585159;-0.00000462;0
238468;5.5;161.7398205;-56.75727047;-0.0000084;-0.00000056
238557;5.6;163.1286294;-57.24045111;-0.00000378;0.00000111
238574;3.9;163.3734584;-58.85337372;0.00003612;0.00000833
238813;4;167.1473637;-58.97505166;-0.00000504;0.00000028
238877;6;168.3784396;-59.61944893;-0.00000462;-0.00000139
238878;5.9;168.413802;-53.2317688;-0.00001134;0.00001056
238986;4.3;170.252065;-54.49101933;-0.0000147;-0.00000083
239017;6;170.7835025;-56.7795425;-0.00002142;-0.00000028
239074;5.9;171.6969946;-53.15999149;-0.00001932;0.00000389
239145;5;172.9423286;-59.44227657;-0.00000252;-0.00000139
239146;5.3;172.9528578;-59.51570744;-0.00001134;0.00000056
239189;4.8;173.6901665;-54.26412223;-0.00002814;0.000005
239284;6;175.1777087;-53.96851372;0.0000021;-0.00000528
239373;5.4;176.8295673;-57.69653427;-0.00001722;0.00000528
239443;5.7;178.0422054;-56.98780929;-0.0000609;0.00000917
239533;5.6;179.5635515;-56.31740603;-0.00001092;-0.00000028
239687;4.8;182.0217316;-50.66131248;-0.00001554;-0.00000278
239689;2.9;182.0897904;-50.7224597;-0.00001386;-0.0000025
239737;4.2;182.9131196;-52.36858007;-0.00001596;-0.00000444
239791;3.1;183.7862113;-58.74885701;-0.00002226;-0.00000167
239838;5;184.7490369;-55.143167;-0.00003654;-0.00000472
239880;6;185.4896997;-56.37470069;-0.0000042;-0.00000333
239901;5.6;185.7056578;-57.67622349;-0.00002436;-0.00000361
239948;5;186.631821;-51.45079876;-0.00001974;-0.00000472
239960;5.4;186.8697126;-58.99183246;-0.0000168;0.00000139
239999;5.8;187.4747923;-56.52482829;-0.00001134;0.00000528
240019;1.6;187.7915378;-57.11323152;0.00001344;-0.00007305
240027;5.4;187.9179839;-59.42396827;-0.00000966;-0.00000111
240161;5;190.4859055;-59.68575163;-0.00001386;-0.00000028
240235;4.9;191.5943225;-56.48912842;-0.00002226;-0.0000075
240259;1.5;191.9304563;-59.688727;-0.00002352;-0.00000333
240314;5.9;192.7411816;-52.78752467;-0.0000126;-0.00000417
240347;5.9;193.266336;-54.95239204;-0.00005838;0.00000306
240366;4.3;193.6484818;-57.17780388;-0.0000168;-0.00000167
240367;5.5;193.6535066;-57.16824293;-0.00001806;-0.00000028
240368;4.8;193.6632028;-59.14655976;-0.00001974;-0.00000278
240385;5.6;193.9874735;-56.83600636;-0.00001218;-0.00000278
240407;5.3;194.2683318;-51.19876542;-0.00001176;-0.00000417
240573;6;196.9094831;-53.45997167;-0.00001932;-0.00000778
240645;4.8;198.0727002;-59.92081567;-0.0000273;-0.00000667
240655;6;198.3478249;-50.70012351;-0.00000882;-0.00000722
240663;6;198.5489251;-58.68395405;-0.00004578;-0.00000306
240666;5;198.5616958;-59.10329914;-0.00014448;-0.00004361
240762;5.7;200.1576342;-52.74795218;-0.00001386;-0.00000528
240883;5.3;202.3552054;-51.1654015;-0.00000084;-0.00000472
241026;6;204.7045647;-57.62310398;-0.00000294;-0.00000389
241047;2.6;204.9720816;-53.46633036;-0.00001176;-0.00000361
241076;5.6;205.4362275;-54.56006421;-0.00002352;-0.00001278
241080;5.5;205.504465;-58.78714894;-0.00001848;-0.00000278
241157;4.7;206.6640071;-51.43292132;0.00000294;-0.00000917
241177;5.5;206.9102576;-50.32122065;-0.00006636;-0.00000639
241239;5.7;208.0201036;-52.81178543;-0.000021;-0.00000972
241294;5.8;208.8008122;-52.16099624;-0.00001218;-0.00000667
241403;5.9;210.8593672;-56.21374533;-0.000042;-0.00000861
241496;4.8;212.478401;-53.43912173;-0.00006888;-0.00002667
241543;5.5;213.3184473;-53.66593002;-0.00000546;-0.000005
241563;5.2;213.7374807;-57.08592033;-0.00002016;-0.0000025
241580;5.3;214.1426474;-59.9139906;-0.00001092;-0.000005
241641;4.4;215.0812271;-56.38670072;-0.00000924;-0.00000417
241673;5.1;215.6540602;-58.45938774;-0.00002772;0.00000361
241686;6;215.8343019;-50.77236836;-0.00000714;-0.0000025
241691;5.9;215.9516855;-53.1766193;-0.00003318;-0.00000667
241781;4.6;218.1539699;-50.45702889;-0.0000189;-0.00000278
241792;6;218.384978;-54.99843896;-0.00004662;0.00000111
241793;5.9;218.3746699;-52.68000222;-0.00000294;-0.00000861
241992;5.2;221.7554166;-52.38366892;-0.0000084;-0.00002361
242111;5.2;223.8935423;-60.11402456;-0.00007434;-0.00002917
242120;5.6;224.0720508;-52.80972163;0.00001344;0.00000028
242287;5.6;227.8163021;-55.34618092;-0.00000588;-0.00000333
242304;3.5;228.0714483;-52.09917407;-0.00004998;-0.00001889
242384;4.2;229.3785861;-58.80129298;-0.00005418;-0.00003833
242463;4.5;230.8446573;-59.32082379;-0.00000882;-0.00001056
242793;5.5;234.7062132;-52.37280735;-0.00001638;-0.00001028
243001;6;237.209764;-52.43799107;-0.00000336;-0.00000056
243022;6;237.5287848;-53.20952714;-0.00002268;-0.00000833
243044;5.8;237.7786225;-55.05582815;-0.00000042;-0.00000389
243279;4.9;240.8831989;-57.7753097;-0.0000651;-0.00002361
243368;5.8;242.3271659;-57.9341623;-0.00000882;-0.000015
243448;6;243.3202288;-53.67155532;-0.00000798;-0.00000472
243449;6;243.3441452;-55.54095856;-0.00005208;-0.00001194
243454;5.1;243.3698538;-54.63058044;-0.00000126;-0.00000722
243509;5.9;243.9572332;-57.91230109;-0.00001176;-0.00001333
243526;5.4;244.1798084;-53.81102475;-0.00000252;0.00000139
243643;4.1;244.9601503;-50.15562605;-0.00006888;-0.00001556
243654;5.9;245.1052834;-55.13989197;0.00000924;-0.00000583
243836;5.8;247.0624759;-58.59990455;-0.00001974;-0.00001083
243874;6;247.4377886;-57.7559208;-0.00000924;0.00000417
244106;6;251.1656687;-53.15209383;-0.00000588;-0.00000111
244122;5.9;251.5882235;-58.50376277;-0.0000042;-0.00000444
244133;5.8;251.8313778;-58.34140137;-0.00001008;-0.00000556
244168;3.7;252.4464109;-59.04150161;0.0000189;-0.00000861
244245;6;253.5019783;-57.90959042;-0.00001722;-0.00003528
244313;5.7;254.5747786;-50.64138214;-0.00000504;-0.00001306
244315;3.1;254.6551869;-55.99015362;-0.00000882;-0.00001
244331;4.1;254.8961742;-53.16058564;0.00000168;0.00000389
244338;5.9;255.0259498;-54.59690311;-0.00000714;-0.00001778
244388;5.4;255.7865704;-53.2369386;-0.00000168;-0.00004
244401;5.9;256.1028209;-57.71226484;-0.00000672;-0.00000778
244539;6;258.5552427;-56.8882395;-0.00000798;0.00000083
244613;6;259.8016223;-59.69458779;-0.00000672;-0.00000222
244678;5.9;260.7294476;-58.01022649;-0.00001092;-0.00000306
244685;5.8;260.7787976;-56.5253451;-0.00000378;0.0000025
244725;2.8;261.3251933;-55.52991422;-0.00000252;-0.00000694
244726;3.5;261.348531;-56.37763423;-0.00000126;-0.00000333
244734;5.2;261.499985;-50.63362085;0.00000294;0.00000028
244763;5.8;261.9902061;-52.29697694;-0.00000294;-0.00001444
244770;6;262.1612605;-55.16966975;-0.0000084;-0.00000333
244894;5.9;264.3634904;-50.0599816;-0.0000042;-0.0000275
244896;5.3;264.5236282;-54.50040553;-0.00001848;-0.00004167
244981;5.3;266.036345;-51.83412943;-0.00000672;-0.00005417
245065;5.9;267.6177996;-53.61225817;-0.0000063;-0.00000167
245242;3.9;271.6577471;-50.09169597;-0.00000546;-0.00000528
245369;5.5;274.2812439;-56.02342587;-0.00000546;-0.00000389
245510;5.8;277.4860283;-57.52335657;0.000021;-0.00000944
245772;5.3;283.1650304;-52.1075129;0.00001554;-0.00002944
245834;5;284.615685;-52.93848019;0.0000042;-0.00000083
245899;6;285.9894687;-51.0185157;0.0000126;-0.00004055
245921;5.2;286.5831649;-52.34097152;0.00001344;-0.00003278
246055;5.2;290.7130456;-54.42363317;0.00000714;-0.00002
246110;5.6;291.9506922;-54.32518867;-0.0000021;0.00000361
246151;5.9;293.2242008;-53.18574652;0.00001344;-0.00000361
246271;5.5;297.0051105;-56.36265883;0.00004536;-0.00003833
246293;5.5;297.686569;-59.19319339;0.0000084;0.00000111
246349;5.4;299.2760863;-58.90151021;0.0000084;-0.00000583
246389;5.1;300.4359784;-59.37600996;0.00000546;-0.00000889
246443;4.9;301.8467248;-52.88086354;-0.00000462;0.00000167
246495;5.7;303.5793962;-52.44554953;0.00001008;-0.0000125
246574;2.1;306.4121722;-56.73510903;0.00000588;-0.00002444
246709;4.7;311.0098988;-51.92105747;0.00007224;-0.00001611
246762;5.2;312.8755412;-51.60838799;0.00000294;-0.00000389
246784;3.7;313.7026536;-58.45418185;0.00001008;-0.00000694
246820;5.9;315.0888625;-51.26539872;-0.00004704;0.00003555
246854;5.2;316.3091753;-54.72699437;0.00000378;-0.00001028
246929;5.8;318.940768;-53.26313023;0.00001134;-0.00000472
246965;4.6;319.96671;-53.44960514;0.00004914;-0.00002
247244;4.6;329.4797638;-54.99269448;0.00002478;-0.0000025
247287;4.7;330.8399557;-56.78602609;0.00201936;-0.00070442
247303;5.6;331.4623228;-59.63613805;0.00002646;-0.00001556
247400;5.4;334.5649115;-53.62777445;0.00020244;-0.00018527
247441;5.4;336.2349993;-57.79737889;0.00007518;-0.00009528
247544;5.9;340.2044466;-57.42224553;0.00003276;-0.00000083
247570;4.9;341.4080555;-53.50006383;0.00001554;0.00000528
247593;3.7;342.1388559;-51.31682972;0.0000483;-0.00001917
247680;4.2;345.2202653;-52.75412465;-0.00002982;-0.00000361
247683;5.6;345.2813318;-50.95015436;0.00003444;-0.00000167
247711;5.3;346.1650948;-53.96521635;0.00002562;-0.00003194
247814;4.1;349.3574833;-58.23560696;-0.00001554;0.00002333
247858;5.7;351.0547253;-51.89126881;0.00000252;-0.00001139
247867;5.6;351.3311174;-56.84907038;0.00004074;-0.00000667
247874;5.5;351.6522924;-52.72161043;0.0000147;0.000035
247882;5.6;351.8122342;-58.47595139;0.00002184;0.00002083
248018;5.4;356.816615;-50.22623453;0.00000252;-0.00000472
248087;5.1;359.7323455;-52.74585515;0.00002394;0.00001667
248103;5.4;0.33342088;-50.33729556;0.00000084;0.00000361
248163;4.3;5.01760577;-64.87482597;0.00112392;0.00032305
248167;5.4;5.16176029;-69.62500245;-0.00001302;-0.00000083
248201;4.5;7.88641507;-62.95816401;0.00005544;-0.000015
248202;4.5;7.88988204;-62.96572533;0.00006216;-0.00001556
248208;5.2;8.18270311;-63.03121157;0.00004998;-0.00001056
248237;5.5;10.61817454;-65.46794579;0.00003528;0.00001222
248238;5.8;10.67427458;-60.26257423;0.00014364;-0.0000125
248276;5.6;13.40733408;-62.87149208;0.00003948;-0.00000056
248281;5.3;13.75108826;-69.52706903;0.00000336;-0.00001222
248324;5.3;16.82782287;-61.77524695;0.0000441;-0.00000278
248346;5.1;18.94218571;-68.87604379;0.00030996;0.00002972
248381;5.8;21.27194524;-64.3695177;0.00001302;-0.00000528
248421;5.6;25.44976762;-60.78946068;0.00000588;-0.00001222
248460;4.7;28.73365634;-67.64727978;0.00005292;0.00002055
248474;3;29.69263162;-61.56985812;0.00015666;0.0000075
248518;5.4;33.56144973;-67.84173256;0.0000273;0.00001028
248521;5.5;33.8688331;-67.74647428;0.00002562;-0.00000444
248545;4.3;35.43749183;-68.65932987;-0.00003654;0.00000139
248555;5.5;36.22477108;-60.31198269;-0.0000378;-0.00003694
