   SAO; m(vis); RA(deg); DEC(deg); RAchange(deg/yr); DECchange(deg/yr)
61529;6;142.6801721;33.65579528;-0.00000588;-0.00001222
61540;5.5;142.8850264;35.10311526;-0.00001932;-0.00002833
61570;4.6;143.5558141;36.39757406;0.00000252;-0.00000583
61578;5;143.766218;39.62138069;-0.00000882;0.00000472
61586;5.5;143.9150433;35.81020445;-0.0002436;-0.00006694
61594;5.7;144.1786893;31.16184433;0.0000021;-0.00001
61636;5.5;145.5013646;39.75805868;-0.00001932;-0.00001056
61648;6;145.6782768;35.09348499;-0.00000588;-0.00001306
61656;5.7;145.8886149;29.97447711;-0.00000588;-0.00002805
61808;5.6;150.2528537;31.92373351;-0.00017388;-0.00011861
61874;4.5;151.8573624;35.24479059;0.00001764;0.00000167
62010;5.8;155.7764685;33.90810937;-0.00000378;-0.00000167
62019;5.8;156.0357434;33.7185233;-0.0000063;-0.00000083
62038;4.8;156.4786308;33.79606228;-0.00002352;-0.00001694
62053;4.4;156.9709272;36.70729109;-0.00004158;-0.00002778
62076;5.9;157.5268649;38.92524704;-0.0000063;-0.00000056
62101;5.8;157.9640273;32.3795004;0.00000504;0.00000167
62121;5.6;158.3788357;34.98860674;-0.00001008;-0.00000167
62173;4.8;159.6801694;31.97620042;0.00000084;0.00000194
62178;5.8;159.7819073;37.91022214;-0.0000777;-0.00001083
62236;5.4;161.4662743;30.68229681;-0.00000798;-0.00001028
62297;3.9;163.3279587;34.21489285;0.00002898;-0.00007722
62310;5.9;163.7423918;34.03471762;-0.00002016;-0.00001361
62314;5.2;163.9350168;33.50694538;-0.00003654;-0.0000075
62354;5.1;165.2099968;39.21212252;-0.00002604;-0.00000528
62427;6;167.329518;36.30938781;-0.00001596;-0.00000639
62484;3.9;169.5456359;31.52924448;-0.00014196;-0.00016277
62486;3.7;169.6197898;33.09428957;-0.00000882;0.00000778
62491;4.8;169.7830232;38.18553591;-0.00001974;-0.00001917
62572;5.3;172.2674035;39.33698611;-0.00001806;0.00000444
62655;5.5;175.2626629;34.2015733;-0.00000378;-0.00010639
62658;5.7;175.3929794;31.74593089;-0.00011424;0.00000667
62718;5.8;177.4239384;34.93170399;-0.00003906;0.00000167
62784;6;179.8233353;33.16738697;0.00000126;0.00000083
62802;5.6;180.4145185;36.04198773;-0.00003108;-0.00002305
62928;5.1;184.1258115;33.06142298;-0.00001596;-0.00003194
63000;5.2;186.4622833;39.01861684;-0.00002856;-0.00000889
63070;5.4;188.4121842;33.24756443;0.0000063;-0.00000917
63177;6;191.2477849;39.27889161;-0.00012852;0.00003861
63217;5.9;192.5444897;37.517083;-0.00003444;0.0000075
63256;5.4;194.0016984;38.31486113;-0.000084;0.00001722
63257;2.9;194.0070274;38.31840831;-0.00008316;0.00001583
63288;5.1;195.0687404;30.78507746;-0.0000063;-0.00000194
63338;5.1;196.4352784;35.79894353;-0.0000105;0.00000611
63380;6;197.5134376;38.49893305;-0.0000252;0.00001194
63462;6;199.6157299;34.09813146;0.00001134;0.00000083
63468;6;199.7677884;35.12779887;-0.00001008;0.00000361
63623;5;203.699256;37.18244917;0.00002982;-0.00000222
63648;4.9;204.3652395;36.29488796;-0.00003402;0.0000075
63701;6;205.681261;34.98900953;0.00000672;0.00000333
63735;6;206.5794116;38.50397508;-0.00001806;-0.00000056
63739;5.6;206.7491155;38.54278898;-0.00004872;-0.000005
63760;5.8;207.1612075;31.19029169;-0.00000504;0.00001139
63781;6;207.7883576;34.66437611;0.00000168;-0.000015
63793;5;207.9478616;34.44432071;-0.00000714;-0.00000833
64053;4.8;214.4992141;35.50952927;0;0.00000417
64072;6;214.948773;38.79397777;0.00000798;-0.00000361
64178;6;217.4571401;31.79115561;-0.00000588;0.00000111
64202;3.8;217.9575318;30.37145793;-0.00003276;0.00003333
64203;3;218.019574;38.30826352;-0.00004032;0.0000425
64344;6;222.2781377;37.81123563;-0.0000903;0.00003111
64355;5.5;222.623613;37.27199964;-0.00007434;0.00002611
64449;5.6;224.9041302;39.26525292;-0.00001092;0.00001083
64476;5.7;225.7752601;35.20585695;-0.00001428;0.00000306
64589;3.5;228.8757943;33.31481193;0.00002898;-0.00003111
64652;6;230.3495826;31.36761703;-0.00000588;-0.00000194
64656;5.4;230.4523988;32.93378684;-0.00001722;0.00000472
64667;5.9;230.6557783;39.5814226;0.00000084;-0.00000389
64673;5;230.8014242;30.28784159;0.00004452;-0.00005194
64686;4.5;231.12277;37.37716895;-0.00005082;0.00002417
64701;5.9;231.5728285;34.33592622;-0.00003528;0.00001556
64769;4.2;233.2325165;31.35906105;-0.0000063;-0.00000333
64790;5.4;233.8123918;39.00995028;0.0000105;0.00000167
64833;6;234.8426087;36.63661615;-0.00000504;-0.00000361
64834;5.1;234.8446467;36.63585183;-0.00000462;-0.00000167
64870;5.6;235.997193;32.51584778;-0.00001008;-0.00000278
64948;4.8;237.8081556;35.65737134;-0.0000021;-0.00009666
64974;5.5;238.9487357;37.94701063;0.00001344;0.00002278
65001;5.7;239.7405482;36.64378787;0.00000756;0.00000806
65024;5.4;240.2613899;33.3036954;-0.00006426;-0.00021277
65049;5.9;240.8308363;36.63170762;0.00000336;-0.00000472
65108;4.9;242.2429577;36.49084647;-0.0000189;0.00009194
65132;5.7;242.950291;36.4249351;-0.0000042;-0.00001
65165;5.4;243.6699079;33.85852902;-0.00009156;-0.00002194
65233;5.5;244.9801545;39.70860323;-0.00004452;0.00000028
65254;4.7;245.5244005;30.89214154;-0.00003108;0.00003139
65257;5.4;245.5894209;33.79908176;0.00000252;-0.00001028
65259;5.3;245.6218377;33.70370374;-0.0000021;0.00001639
65290;5.5;246.3506254;37.39409929;0.00000084;-0.0000025
65485;3;250.3218231;31.60295552;-0.00015456;0.00010944
65504;3.6;250.7241645;38.9223748;0.00001344;-0.0000225
65512;5.9;250.9655357;34.0387203;-0.00002352;0.00001528
65627;5.4;253.2419408;31.70166415;-0.00003024;-0.000005
65716;3.9;255.072533;30.92647776;-0.00001512;0.00000806
65736;5.3;255.4015707;33.56827308;0.00000084;0.00000028
65766;6;255.9731038;34.79033176;-0.0000231;-0.00000056
65812;5.4;257.0086005;35.93534593;-0.00000798;-0.00000278
65890;3.4;258.7619259;36.80921058;-0.00000882;0.00000139
65913;4.6;259.3315177;33.10014233;-0.00000252;-0.00000083
65921;4.8;259.418043;37.29156043;-0.00001218;0.00001778
65930;6;259.5969594;38.81146961;-0.00000546;0.00002167
65963;5.4;260.164939;32.46775025;0.00004494;-0.00028916
66000;5.5;260.9195722;37.14673842;-0.00001428;0.00000111
66001;4.5;260.9208557;37.14598269;-0.00001302;0.00000167
66054;5.9;261.6920772;34.69582349;-0.00001176;0.00001194
66103;5.8;262.7309858;31.15831089;0.00000294;0.00000611
66175;5.8;264.1532819;30.78516913;0.00001008;-0.00000167
66485;4;269.0634047;37.25055784;0.0000021;0.00000194
66524;4.5;269.6258129;30.18944694;0;0.00000194
66531;6;269.67633;36.28768817;0.00000252;-0.00001528
66626;5.9;271.4566262;32.23053074;0.0000042;-0.00000722
66648;5.2;271.7564179;30.56198881;-0.00003066;0.00001972
66666;5.7;272.009368;36.40135731;-0.00003318;-0.00005083
66703;5.9;272.4958643;36.46646023;0.00000378;0.00000417
66733;5.9;272.9379266;33.44697042;0.0000042;0.00000278
66737;5;272.9758937;31.40525293;-0.00000294;0.00000639
66765;5.9;273.2699272;38.77358333;-0.00000378;0.00000306
66869;4.3;274.9655522;36.06459895;-0.00000546;0.00001194
66943;5;276.0576239;39.50716151;-0.0000063;-0.00000194
67090;5.4;278.2081954;30.55409975;0.00000336;0.0000025
67134;5.9;278.8064581;34.45781501;0.0000021;0.00000083
67164;5.5;279.1552371;33.46903446;-0.0000063;0
67174;0.1;279.234833;38.78367484;0.00007266;0.00007944
67193;5.8;279.527025;39.66819193;0.0000021;0.00000167
67293;5.5;280.9650172;31.92653928;-0.00001092;-0.00003583
67309;6;281.0846921;39.67098625;0.00000126;0.00001639
67310;5.1;281.0849837;39.67006723;0.0000063;0.00001639
67315;4.5;281.0955004;39.61293644;0.00000252;0.00001778
67321;4.3;281.1933215;37.60511628;0.00000966;0.00000667
67324;5.9;281.2009671;37.59454119;0.00000756;0.00000528
67396;5.8;281.9895091;31.75688355;0.00000294;-0.00000056
67441;5.8;282.4413759;32.8126979;0.0000021;-0.00000222
67446;5.2;282.4705927;32.55097527;-0.00000294;-0.00000389
67451;3.9;282.5201009;33.36272039;0.00000126;-0.00000056
67452;3.8;282.5201513;33.36273127;0.00000168;-0.00000056
67485;6;282.9020845;36.53853548;-0.00000252;-0.00000611
67537;5.5;283.431618;36.97171064;0.00000084;-0.00000083
67559;4.5;283.6260141;36.89885502;-0.00000336;0.00000278
67612;5.2;284.2567933;32.901362;0.00005712;-0.00004333
67642;5.8;284.5081311;38.26619407;0;0
67663;3.3;284.7359936;32.68954516;-0.00000126;0.00000028
67682;5.1;285.0036933;32.1456029;0.0000042;0.00000361
67782;5.8;286.2411818;31.74438906;0.0000252;-0.00001861
67834;5.1;286.8256069;36.10024324;0;-0.00000028
67835;5;286.8568028;32.50165905;0.00004284;0.00000639
67946;5.8;287.9416821;31.28353086;-0.00000252;0
68010;4.5;288.4397614;39.1460364;0.00000126;0.00000056
68065;4.5;289.0921325;38.13374165;-0.00000084;0.00000083
68301;5.1;291.5381252;36.31782404;0.00000168;0.00000278
68417;6;292.6954253;36.22851307;0.0000021;-0.00000306
68447;4.9;292.9430795;34.45303483;0.00000042;-0.00000028
68552;5.9;293.9514925;36.94451862;0.00000294;-0.00000056
68637;4.8;294.8442682;30.15341934;0.00000084;0.00001111
68730;5.9;295.6856639;32.42653681;-0.0000021;-0.00000167
68764;6;295.9641644;34.16263164;-0.00000042;0.00000083
68778;5;296.0692764;37.35433543;0.00002604;0.00000944
68827;5;296.6067643;33.72768146;0.00000756;-0.00012389
68859;5.7;296.8661269;38.4075663;0.00000546;-0.00000083
68943;4.2;297.6411896;32.91418652;-0.00000924;-0.00001111
68947;5.4;297.6416858;38.7224222;0.0000042;0.00002972
69072;5.8;298.7012278;36.9960688;0.00000504;0.00000583
69101;4.9;298.9656444;38.48671644;0;0.00000056
69116;4;299.0767112;35.08343187;-0.00001008;-0.00000778
69129;6;299.1840904;36.25078222;0.00000168;0.00000139
69188;5.4;299.6582653;30.98368304;0.0000105;0
69231;5.1;299.980078;37.04301068;0.00000084;0.00000111
69362;5.7;301.1506158;32.21859488;-0.00000378;-0.00000333
69413;5.5;301.5907661;35.97256299;-0.0000777;-0.00012166
69518;4.8;302.3568579;36.83965471;0.00000168;0.00000389
69678;5;303.6335545;36.80639392;0.00002352;0.00001944
69701;5.8;303.8488337;33.72939288;-0.00001344;-0.00002944
69773;4.9;304.4466506;38.03303283;-0.00000168;-0.00000111
69803;5.5;304.6193213;36.99993799;0.00001302;0.00000694
69806;5.2;304.6630964;34.98272361;0.00000168;-0.00000194
69950;4.6;305.9650718;32.19025867;0.00001386;0
69951;5.7;305.9349635;37.47635486;0.00000168;-0.00000111
70056;5.5;306.8928599;38.44042201;-0.0000084;-0.00001944
70095;4.1;307.3490227;30.36854158;0.00000252;-0.00000028
70096;5.9;307.3351221;36.45478793;0.00000126;0
70203;4.9;308.4759852;35.25088457;0.00000042;-0.00000167
70323;5.9;309.7479692;30.33445802;-0.00001008;-0.00001611
70362;5.9;310.2607648;32.30720627;0.00000252;-0.00000389
70423;5.7;310.8508027;35.58779591;-0.00000336;-0.00000083
70467;4.3;311.415674;30.71984734;-0.00000336;0.00000778
70474;2.6;311.5529696;33.97026786;0.00012054;0.00009111
70499;5.2;311.7951034;34.37408752;0.00001596;0.00000111
70505;4.5;311.8522949;36.49088543;0.00000294;-0.00000139
70645;5.7;313.4748747;33.43781169;-0.0000042;0.00000833
70917;5.7;316.6259673;31.18470535;-0.00000042;-0.00000083
70919;5.4;316.7274966;38.74580003;0.00148176;0.00088803
70968;5.7;317.1621259;30.2057304;0.00000798;-0.00000472
71070;3.4;318.2342054;30.22697454;0;-0.00001556
71086;6;318.3595136;36.6334964;-0.0000063;0.00000167
71121;3.8;318.697914;38.04554967;0.0000567;0.00012083
71165;4.3;319.3540684;39.39470304;0;-0.00000083
71173;4.4;319.4795811;34.89684007;0.00000462;-0.00000083
71203;5.8;319.8428102;38.23740523;0.00000378;-0.00000167
71237;6;320.341648;32.61275045;0.0000063;-0.00000306
71329;5.8;321.4459942;36.66753526;0.0000021;-0.00000139
71358;5.2;321.8391482;37.11686611;0.00000126;0.00000083
71371;5.7;322.0342737;32.22528073;0.00004158;0.00002139
71480;5;323.6941616;38.53408345;0.00004368;0.00002722
71643;5.6;325.8570042;38.28382743;0.0000126;0.00000111
71722;5.8;327.1224381;38.6485553;0.00000798;-0.00000056
72064;5.6;332.3069729;33.17237858;-0.00001974;-0.00001833
72077;4.4;332.4969732;33.17821187;-0.00000462;-0.00000583
72132;5.4;333.19954;34.60469566;0.0000084;-0.00001333
72155;4.6;333.4698817;39.71484733;0.00001428;0.00000278
72191;4.2;333.9926359;37.74884108;0.00000462;0.00000111
72406;5.5;337.5077705;32.57263136;0.00001176;-0.00000389
72446;5.8;338.1101333;39.77990041;0.00000294;-0.00000083
72509;5.8;338.9681877;39.63431694;0.00000168;-0.00000167
72575;4.9;339.815505;39.0503083;0.00000084;-0.00000111
72627;5.2;340.3693262;40.22554771;-0.00000168;-0.00000028
72732;6;342.0456471;37.41676894;-0.00001974;-0.00001611
72838;6;343.7611481;37.076794;0.00003024;0.00000167
72851;5.6;343.9357021;36.35157986;0.00000798;0.00000139
73187;5.8;350.2066959;30.41493857;0.00002646;-0.00001917
73190;5.8;350.2220792;38.1822775;0.00004662;-0.00001778
73205;5.4;350.4788045;31.81238943;0.00000168;-0.00000278
73241;5.5;351.2118837;32.38482547;0.00000504;-0.00000028
73311;5.3;352.8227092;39.2363002;0.00010416;-0.00002222
73341;5.2;353.4884555;31.32540034;0.00001722;-0.00000444
73345;5.7;353.6593849;33.49736781;-0.00000042;0.00000611
73346;5.5;353.6565975;40.23651184;-0.00000588;-0.0000125
73535;5.9;357.4206279;36.42518777;-0.00000126;-0.00001389
73656;5.8;359.8717703;33.72458175;-0.00002016;-0.00002222
73765;2.1;2.09695466;29.09044073;0.00004368;-0.00004528
73838;6;3.73360976;22.28423598;0.00001974;-0.00000306
74041;5.3;7.5305818;29.75165775;0.00001302;-0.000015
74084;5.5;8.14776127;20.29436831;0.0000399;-0.00001278
74164;4.5;9.63894119;29.31176065;-0.00007308;-0.00007055
74182;5.6;9.98151163;21.43831849;0.0000084;-0.00000972
74200;6;10.39996635;24.62887007;0.0000315;-0.00000639
74267;4.3;11.83470819;24.26716168;-0.00003066;-0.00002305
74359;5.6;13.74184644;23.62837768;0.0000399;-0.00000861
74373;5.9;13.99384254;27.20927637;-0.00000546;0.00000194
74388;4.6;14.30191346;23.4177503;-0.0000105;-0.00001167
74395;5.6;14.45895953;28.99216869;0.0000021;-0.00000278
74482;5.5;16.42059354;21.47326893;0.00001512;-0.00000444
74483;5.8;16.423656;21.46539935;0.00001428;-0.000005
74506;5.6;16.98836456;20.73923811;0.00002604;-0.00002611
74544;4.9;17.86338544;21.03466041;0.00001134;-0.00000278
74546;4.7;17.9151648;30.08960786;0.00002352;-0.00001028
74571;4.6;18.43710662;24.58350612;0.00000462;-0.00000889
74637;4.7;19.86665287;27.26409012;0.00000798;-0.00000306
74647;5.6;20.28070326;28.73834085;0.00000924;-0.00002
74872;6;25.41322149;30.04723017;-0.00000504;-0.00000139
74883;5.3;25.6241302;20.26858807;-0.0000882;-0.00018638
74996;3.6;28.27042266;29.57888284;0.00000336;-0.000065
75012;2.7;28.66001863;20.80798792;0.00002898;-0.00003111
75030;6;28.96257312;23.57738614;0.00000294;-0.00000222
75048;6;29.43262328;27.8044852;0.0000084;-0.00001611
75051;4.8;29.48221451;23.5960915;-0.0000273;-0.00000361
75114;5.7;30.91394832;25.93562855;0.00004158;0.00000611
75146;5.1;31.64125318;22.64833016;0.00000546;-0.00000972
75149;6;31.70519472;25.7047007;0.00000546;-0.00000306
75151;2.2;31.79333629;23.46239977;0.00005796;-0.00004139
75171;5.1;32.35561149;25.93983407;0.00002352;-0.00001083
75204;5.4;33.20027419;21.21093839;0.0000483;0.00000083
75238;5.6;33.92822019;25.04309521;-0.0000273;-0.00002389
75239;5.8;33.9418331;25.78303437;0.0000546;-0.0000175
75276;5.3;34.73759155;28.64253826;0.00000336;-0.00000167
75382;5.4;37.04159261;29.66935806;-0.00000462;-0.00002389
75391;5.9;37.20197157;29.93189945;-0.00002226;0.00002055
75407;5.9;37.63478405;25.23491754;0.00001974;-0.0000225
75495;5.4;39.70408947;21.96138274;-0.00000252;-0.00000472
75510;5.4;40.17123932;27.06084301;0.000021;-0.00000861
75532;4.6;40.86298526;27.70716542;0.00000252;-0.00000306
75578;4.6;41.97718976;29.2471774;0.00004788;-0.00003417
75588;5.9;42.19129843;25.18808395;0.00001848;-0.00000111
75596;3.7;42.49594879;27.2605458;0.000021;-0.00003222
75662;5.9;44.52173691;20.66875454;0.00006972;-0.00000861
75673;4.6;44.80291605;21.34031345;-0.00000504;-0.00000139
75693;5.9;45.47558708;26.462354;-0.00000462;0.00000111
75723;5.4;46.36116643;25.25528677;0.00000084;-0.00000222
75757;5.6;47.40308769;29.07709081;0.0000063;-0.00000361
75788;5.6;48.05935493;27.25704847;0.00000336;-0.00000472
75810;5;48.72542147;21.04446602;-0.00000798;-0.00002055
75863;5.9;49.98251768;27.07112073;-0.0000084;-0.00002083
75871;4.7;50.08504679;29.04846869;0;-0.00000417
75886;5.2;50.3068056;21.14700487;0.00000798;-0.00000722
75892;5.6;50.54965958;27.60748218;0.00000294;-0.00000389
75899;5.3;50.68853887;20.74192128;-0.00001302;-0.00000611
75912;5.7;51.07692246;24.72412261;0.00000378;-0.00001278
75915;5.9;51.10876002;20.80354348;-0.00000042;-0.00000167
75999;5.9;53.61098563;24.46455889;0.00000252;-0.00000667
76121;6;56.11714518;20.92855776;0.0000042;-0.00000556
76126;5.4;56.20073288;24.28947839;0.00000336;-0.00001278
76131;3.8;56.21886986;24.11338376;0.00000546;-0.0000125
76137;5.6;56.29058243;24.83923962;0.00000588;-0.00001306
76140;4.4;56.3020032;24.46724492;0.00000546;-0.0000125
76155;4;56.45666577;24.36774503;0.00000588;-0.00001278
76159;5.9;56.47670325;24.55466456;0.00000336;-0.00001167
76172;4.3;56.58164108;23.94835868;0.0000063;-0.0000125
76199;3;56.87116192;24.10510051;0.00000546;-0.00001306
76215;5.5;57.08690352;23.42118633;0.00000672;-0.00001389
76228;3.8;57.29058322;24.05343631;0.00000504;-0.00001278
76229;5.2;57.29660386;24.13666419;0.00000378;-0.00001389
76250;5.9;57.47932876;22.24436096;0.0000042;-0.00001028
76256;5.4;57.57881203;25.57935067;0.00001176;-0.00003028
76339;5.8;59.21692531;22.47811637;0.00002016;-0.00003
76343;6;59.26593786;23.17544178;0.00000252;-0.000005
76425;5.7;61.09024243;24.10591411;-0.00000126;-0.00000389
76430;4.5;61.17384273;22.0819331;0.0000273;-0.00001611
76438;6;61.33433457;22.00876923;0.00005082;-0.00003778
76455;5.3;61.65168856;27.59990138;0.00000588;-0.00001472
76461;5.3;61.75200147;29.00126898;-0.00002814;0.00000139
76485;5.5;62.70776818;26.48089836;-0.0000105;-0.00001056
76532;4.8;64.31520242;20.57859616;-0.00001344;-0.00001611
76541;5.6;64.59666059;21.57931028;0.00002814;-0.00001
76548;5.4;64.85886909;21.14235475;0.00000882;-0.00001167
76551;5.3;64.90301493;21.77358544;0.00000882;-0.00001111
76558;5.1;65.0885691;27.3507208;-0.00000798;-0.00002222
76573;5.4;65.64551923;25.6291728;0.00000504;-0.00000639
76585;5.9;65.88494863;20.98221012;0.00000462;-0.00000778
76601;4.4;66.34219032;22.29379406;0.00002898;-0.00001333
76602;5.4;66.35419035;22.19978311;0.00003276;-0.000015
76608;4.4;66.57686532;22.81355234;0.0000315;-0.00001306
76613;5.4;66.82288203;22.99631104;0.00000168;-0.00000472
76618;5.7;67.00320337;21.6200327;0.00002856;-0.00001056
76654;5.7;68.65835814;28.96110463;0.00000042;-0.00000694
76670;6;69.12159582;23.34075563;0.00003402;-0.00001528
76680;5.7;69.56586631;20.6847435;-0.00000504;-0.00000167
76707;5.7;70.33232942;28.61496294;0.00001092;-0.00000889
76721;4.3;70.56127083;22.95690013;-0.00000084;-0.00000472
76802;5.9;73.19641812;27.89751811;0.00001512;-0.00000889
76858;6;74.45290584;23.94869444;0.00000252;-0.00000194
76862;5.6;74.53928499;25.05032823;0.00000882;-0.00001389
76920;4.7;75.77391895;21.58994094;0.00001932;-0.00001167
76971;5.3;76.95168168;20.41831288;-0.0000147;-0.00000944
76972;6;76.9812274;21.70483277;0.00000126;-0.00000167
76974;5.5;77.02762325;24.26520045;0;-0.00000111
76990;6;77.43790243;28.03040712;0.00001764;-0.00001694
77097;5.1;79.81911588;22.09649139;0.00000294;-0.0000225
77124;5.7;80.30306199;29.56994928;0.00000126;0.00000111
77168;1.8;81.57301251;28.60740734;0.00000756;-0.00004889
77184;4.8;81.90870402;21.93695811;0.00000042;-0.00000194
77201;5.9;82.31883767;25.15047269;0.00000294;-0.00000889
77285;5.3;83.86288442;24.03970022;0.00000168;-0.00000389
77322;5.7;84.28688423;26.9242292;0.00000336;-0.00000694
77336;3;84.41120122;21.14251575;0;-0.00000611
77354;6;84.82675505;29.21527166;0.00000378;-0.00000111
77360;5;84.93440927;25.89708452;0.00000588;-0.00000611
77578;5.9;87.09339351;20.86950756;0.0000042;-0.00000444
77592;5;87.25404807;24.56739225;-0.00000042;-0.0000075
77625;5.6;87.74192295;27.96787391;-0.00000294;0.00000333
77675;4.5;88.33192302;27.61217643;0.00000126;-0.00000389
77705;4.6;88.59557766;20.2761683;-0.00005628;-0.00002333
77730;5.4;88.95537351;20.17508247;0;-0.00000389
77750;6;89.23388209;24.24976438;0.00000042;0
77775;4.9;89.49867349;25.95390649;0;-0.00000056
77911;4.7;90.98003692;20.13835185;0.00000042;-0.00000167
77915;4.3;91.03007448;23.26335817;-0.0000021;-0.00002805
78045;6;92.38490415;22.19004111;-0.00000546;-0.00000361
78050;5.8;92.4335374;23.11345804;0.0000021;-0.00000028
78079;5.9;92.88452925;24.42017527;-0.00000126;-0.000015
78135;3.7;93.71940412;22.50676943;-0.00002058;-0.00000333
78143;4.5;93.84456278;29.49800752;-0.00002352;-0.00007333
78297;3.2;95.74010895;22.51355554;0.00001638;-0.00003083
78349;6;96.38720543;23.32697771;-0.00000294;-0.00000639
78423;4.1;97.24080169;20.21207665;-0.0000021;-0.00000417
78524;5;98.80036472;28.02221554;0.00000084;-0.00000472
78571;5.5;99.59578971;28.98425786;-0.00000672;-0.00000583
78593;5.8;99.88807335;28.26307104;-0.0000021;-0.00000389
78682;3.2;100.9830442;25.13108953;-0.00000168;-0.00000389
78692;5.5;101.1893406;28.97088559;-0.00000294;-0.00000722
78805;5.2;102.887599;21.76123304;-0.00000336;-0.00000889
78816;5.8;103.0000076;23.6016807;-0.00001218;-0.0000025
78866;5.8;103.8277285;25.37562284;-0.00001302;0.00000611
78999;5.2;105.6032796;24.21543618;-0.00000252;0
79009;6;105.8767919;29.33712722;0.00004914;-0.00022944
79031;3.9;106.0272089;20.57028254;-0.00000294;0
79042;5.9;106.326505;22.63736661;-0.00000168;-0.00000361
79141;5.6;107.8460887;26.85645972;-0.00000714;-0.00001056
79162;5.8;108.1098677;24.12846402;-0.00000672;-0.00001333
79199;6;108.6748054;24.88491984;0.0000147;-0.00002555
79221;5.9;108.9881389;27.8975267;-0.00000504;0.00000028
79294;3.5;110.0307311;21.98233868;-0.00000798;-0.00000306
79328;5.2;110.4868229;20.44354881;-0.00001974;-0.0000075
79352;5.1;110.8687853;25.0506869;-0.00002142;-0.00000639
79354;6;110.8674561;22.94536362;-0.00000672;-0.00001
79366;5.7;111.1393562;27.63795725;0.00000378;0.00000472
79374;3.9;111.4316897;27.79807666;-0.00003864;-0.00002361
79391;5.9;111.7345444;20.25732371;-0.00000168;-0.00000528
79403;5.3;111.9348648;21.44513268;-0.00001722;-0.00003361
79427;5;112.3350278;28.11819632;-0.00001302;-0.00001556
79434;5.1;112.453111;27.9161656;-0.00001092;-0.00000667
79533;4.2;113.9806325;26.89570391;-0.00001092;-0.00002972
79580;6;114.7997826;24.22252252;-0.00000378;0.00000056
79638;4.3;115.8281121;28.8834883;0.00002058;-0.00006444
79650;5.4;116.0286165;25.78429545;-0.0000063;-0.00000444
79653;3.7;116.1119372;24.39798117;-0.00000966;-0.00001444
79666;1.2;116.3289708;28.02619874;-0.00019908;-0.00001278
79774;5;118.3742005;26.76577079;-0.00001134;-0.00000861
79799;5.4;118.9161925;19.88398199;-0.00000588;-0.00001083
79861;5.9;120.232772;25.39274799;0.00000378;0.00000111
79896;5;120.8795264;27.79432092;-0.0000084;-0.00001139
79959;5.4;121.9409856;21.58170467;0.00000588;-0.00001972
79995;5.8;122.6133604;25.50732297;-0.00002184;-0.00009666
80016;5.6;123.2870942;29.65652151;-0.00000252;-0.00000556
80104;5.2;125.0160861;27.21765703;-0.00000588;-0.00010527
80112;5.9;125.087432;20.74754887;0.0000189;-0.00001417
80113;5.9;125.1338404;24.02221411;-0.00000714;-0.00000583
80181;5.8;126.6154496;27.89341286;-0.0000105;-0.00003361
80229;5.7;127.8770585;24.08105862;-0.00002604;-0.00001278
80243;5.5;128.1771086;20.4411464;-0.00001386;-0.00001222
80378;4.7;130.8215137;21.46849963;-0.0000315;-0.00001083
80416;4.2;131.6742843;28.75994366;-0.00000798;-0.00001139
80511;5.3;133.9153437;27.92742938;-0.0000042;-0.00000917
80585;6;135.4537153;27.90273202;-0.00001806;-0.00002111
80595;5.5;135.6844649;24.45298628;-0.00000126;-0.00000111
80650;5.4;137.0002825;29.65415806;-0.00000966;0
80659;6;137.1975118;26.62911515;-0.00003948;-0.0001025
80666;5.2;137.3397784;22.0454162;0.00000042;0.00000111
80807;4.6;141.163621;26.18234542;-0.0000105;-0.00001278
80885;4.5;142.9300425;22.96791926;-0.00000798;-0.00001056
81004;3.1;146.4628563;23.77423331;-0.00001428;-0.00000306
81035;6;147.4587444;21.17946008;-0.00001386;-0.00000306
81054;5.3;147.9709654;24.39528082;0.00000168;-0.00004972
81064;4.1;148.1909652;26.00694292;-0.0000672;-0.00001556
81129;5.9;149.9010953;29.64528581;-0.00002856;-0.00001
81154;5.6;150.7038582;21.94914951;-0.0000063;-0.00000222
81258;5.4;154.0601012;29.31049098;-0.00002394;-0.00000639
81260;5.9;154.1344471;23.50308896;-0.00006258;0.00001
81264;6;154.1745553;25.37131764;-0.00003318;0.00000806
81265;3.6;154.1725803;23.41728334;0.00000546;-0.00000222
81270;5.9;154.310772;23.10619178;-0.00012432;-0.00002778
81298;2.6;154.9931639;19.84165414;0.00009114;-0.00004083
81299;3.8;154.9944135;19.84046525;0.00009282;-0.00004694
81485;5.5;160.7577201;26.3255259;-0.00003276;-0.0000175
81490;5;160.8539994;23.18840266;-0.0000357;0.0000025
81583;4.5;163.9034297;24.74973957;-0.00002226;-0.00000333
81637;4.4;165.5824012;20.17971254;-0.00000336;0.00001028
81692;5.6;167.2045392;24.65849486;0.00000126;0.00000139
81727;2.6;168.5271354;20.52369074;0.00004284;-0.00003611
81736;4.9;168.8010563;23.09551127;-0.00000672;-0.00000139
81893;5.8;174.0748081;27.78102658;0.00000714;0.00000083
81941;5.4;175.1961918;21.35287441;-0.00001848;-0.00001139
81998;4.5;176.9963886;20.21894355;-0.00004494;-0.00000083
82123;5.8;181.0692439;21.45921026;0.00001092;-0.00000111
82166;5.8;182.6922403;27.28136251;-0.00000294;-0.00000389
